"Collection Name","Title#1","Subtitle#1","Uniform Title#1","Alternative Title#1","Alternative Title#1$2","Alternative Title#1$1","Alternative Title#1$3","Non Sort#1","Title Part Number#1","Name Part#1","Name Part Date#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Name Part#2","Name Part Date#2","Name Role Term Text#2","Name Type#2","Name Authority#2","Name Part#3","Name Part Date#3","Name Role Term Text#3","Name Type#3","Name Authority#3","Name Part#4","Name Part Date#4","Name Role Term Text#4","Name Type#4","Name Authority#4","Name Part#5","Name Part Date#5","Name Part#6","Name Part#7","Name Part Date#7","Type of Resource#1","Place Term#1","Place Term#1$1","Place Term#1$2","Place Term#1$3","Place Term Type#1","Place Term Authority#1","Publisher#1","Publisher#1$1","Publisher#1$5","Publisher#1$4","Publisher#1$3","Publisher#1$2","Date Issued#1","Date Issued Encoding#1","Date Created#1","Date Created Encoding#1","Edition#1","Issuance#1","Place Term#2$1","Place Term#2$2","Place Term#2","Place Term Type#2","Place Term Authority#2","Publisher#2","Publisher#2$2","Publisher#2$1","Date Issued#2","Date Issued Encoding#2","Date Created#2","Date Created Encoding#2","Edition#2","Issuance#2","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Abstract#1","Table of Contents#1","Note#1$6","Note#1$7","Note#1$4","Note#1$5","Note#1$2","Note#1$3","Note#1$1","Note#1","Note Type#1","Note#2","Note#2$9","Note#2$7","Note#2$8","Note#2$5","Note#2$6","Note#2$3","Note#2$4","Note#2$1","Note#2$2","Note Type#2","Note#3","Note#3$6","Note#3$4","Note#3$5","Note#3$2","Note#3$3","Note#3$1","Note Type#3","Note#4$3","Note#4$4","Note#4$1","Note#4$2","Note#4","Note Type#4","Note#5","Note Type#5","Note#6","Note#7","Note#8","Subject Topic#1","Subject Authority#1","Subject Geographic#1","Subject Geographic Authority#1","Subject Temporal#1","Subject Name#1$1","Subject Name#1$2","Subject Name#1$3","Subject Name#1","Subject Geographic Code#1","Subject Geographic Code Authority#1","Subject Topic#2","Subject Authority#2","Subject Geographic#2","Subject Geographic Authority#2","Subject Temporal#2","Subject Temporal Authority#2","Subject Name#2","Subject Geographic Code#2","Subject Geographic Code Authority#2","Subject Topic#3","Subject Authority#3","Subject Geographic#3","Subject Name#3","Subject Topic#4","Subject Authority#4","Subject Geographic#4","Subject Topic#5","Subject Authority#5","Classification#1","Classification Authority#1","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item Identifier URI#1","Identifier#1","Physical Location#1","Physical Location Type#1","Access Condition#1","Scanning technician#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Women Poets of the Romantic Period","Sacred dramas","","","","","","","","","More, Hannah","1745-1833","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","London,","text","","T. Cadell,","","","1782","marc","1782","marc","2d ed","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","290 p. 19 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/058.htm","","","","","","","","chiefly intended for young persons: the subjects taken from the Bible. To which are added, Sensibility, a poem","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 58","local","","","","","b3623168x","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","478860","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~478860~"
"Women Poets of the Romantic Period","Sacred dramas","","","","","","","","","More, Hannah","1745-1833","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","nju","","","","code","marccountry","","","","","","","","","","","","","","","Newark,","text","","Printed by W. Tuttle,","","","1806","marc","1806-1782","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","192 p. 18 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/115.htm","","","","","","","","chiefly intended for young persons: subjects taken from the Bible. To which are added, Reflections of King Hezekiah; Sensibility, a poem; and Search after happiness. By Hannah More","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 115","local","","","","","b36232142","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","478875","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~478875~"
"Women Poets of the Romantic Period","Sacred dramas","chiefly intended for young persons : the subjects taken from the Bible : to which are added, Reflections of King Hezekiah; Sensibility, a poem; and Search after Happiness","","","","","","","","More, Hannah","1745-1833","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","mau","","","","code","marccountry","","","","","","","","","","","","","","","Boston","text","","Published by John West and Co., No. 75, Cornhill,","","","1811","marc","1811","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","191 p. ; 18 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/383.htm","","","","","","","","by Hannah More","Statement of responsibility","","","","","","","Includes prefatory ""Advertisement""; dedication to the Duchess of Beaufort signed H. More","UCLA copy imperfect: p. 93-94, 140 torn; text partially wanting. CLU","Cf. Osborne Coll., p. 154","Cf. Rosenbach, A.S.W. Children's books, 628","","","","","","","","","","","","","","","","","","","","","Bible plays","lcsh","","","","","","","","","","Pastoral drama, English","lcsh","","","","","","","","","","","","","","","","","WPRP 383","local","","","","","b39277872","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","480659","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~480659~"
"Women Poets of the Romantic Period","Sacred sketches from scripture history","","","","","","","","","Rolls, Henry","","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Sold by Messrs. Law and Whitaker,","","","","","","1815","marc","1815","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","viii, 120 p. ; 21 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/339.htm","","","","","","","","by Mrs. Hen. Rolls","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Religious poetry, English","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 339","local","","","","","b3689719x","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","480058","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~480058~"
"Women Poets of the Romantic Period","Santa Maura","Marion; and other poems","","","","","","","","Francis, Miss","","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","John Warren,","","","","","","1821","marc","","","","Monograph/item","","","","","","","","","","","","","","","","","","electronic","marcform","tiff","","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/299.htm","","","","","","","","","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 299","local","","","","","b35365420","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","477580","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1591/b35365420_0007.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~477580~130334"
"Women Poets of the Romantic Period","Scenes and hymns of life","with other religious poems","","","","","","","","Hemans, Mrs.","1793-1835","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","stk","","","","code","marccountry","","","","","","","","","","","","","","","Edinburgh","text","","William Blackwood,","","","1834","marc","1834","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","xii, 247 p. 19 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/251.htm","","","","","","","","by Felicia Hemans","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 251","local","","","","","b32266200","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","476692","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1882/0003.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~476692~140444"
"Women Poets of the Romantic Period","Scraps","","","","","","","","","Fentiman, Catherine","","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed by Redford and Robins,","","","","","","1824","marc","","","1st ed","Monograph/item","","","","","","","","","","","","","","","","","","electronic","marcform","tiff","","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/281.htm","","","","","","","","","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 281","local","","","","","b3374516x","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","477089","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1883/0011.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~477089~140445"
"Women Poets of the Romantic Period","Search after happiness","a pastoral drama","","","","","","","","More, Hannah","1745-1833","","personal","naf","Gwatkin, Mrs. (Theophila)","d. 1843","dedicatee","personal","naf","Edes, Peter","1756-1840","printer","personal","naf","","","","","","","","","","","Language material","mau","","","","code","marccountry","","","","","","","","","","","","","","","[Boston]","text","","London, printed: Boston, re-printed by Peter Edes,","","","[1786]","marc","1786","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","31, [1] p. ; 19 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/116.htm","","","Signatures: [A]⁴ B-D⁴ (D4 verso blank)","","Dedicated to ""Mrs. Gwatkin"" (i.e., Theophila Palmer Gwatkin)","In verse","Date of publication supplied by Evans","","","By Miss Hannah More. ; Performed by some young ladies of Bristol, in England. ; [Five lines of verse]","","","","","","","","","","Statement of responsibility","Special Collections copy in fragile condition with missing covers and some tears, housed in a protective box","","","","","","","local","","","","","","","","","","","","Women authors","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 116","local","","","","","b47153970","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","481436","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~481436~"
"Women Poets of the Romantic Period","Select miscellaneous productions, of Mrs. Day, and Thomas Day, esq., in verse and prose","also, some detached pieces of poetry,","","","","","","","","Day, Esther Milnes","d. 1792","","personal","naf","Day, Thomas","1748-1789","","personal","naf","Lowndes, Thomas","b. 1766?","editor","personal","naf","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","London,","text","","Printed by T. Jones","","","[1805]","marc","1805","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","xiv, 51, 204 p. 19 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/309.htm","","","","","","","","by Thomas Lowndes, esq., consisting of the first 52 pages","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","London (England)","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 309","local","","","","","b35365365","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","477546","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~477546~"
"Women Poets of the Romantic Period","Select poems","","","","","","","","","Sigourney, L. H. (Lydia Howard)","1791-1865","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","pau","","","","code","marccountry","","","","","","","","","","","","","","","Philadelphia","text","","Greenough,","","","1838","marc","1838","marc","3d. ed","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","305 p. : ill. ; 18 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/348.htm","","","","","","","","by L. H. Sigourney","Statement of responsibility","Added t.p. engraved, with vignette","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 348","local","","","","","b1336358x","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","474541","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~474541~"
"Women Poets of the Romantic Period","Serious poetry","","","","Veils","Triumph of constancy","","","","Fry, Caroline","1787-1846","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","London,","text","","Ogle, Duncan,","","","1823","marc","1823","marc","2d ed","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","viii, 116 p. 20 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/375.htm","","","","","","","","by Caroline Fry","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 375","local","","","","","b40666761","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","480808","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1600/b40666761_0005.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~480808~130437"
"Women Poets of the Romantic Period","Serious poetry","with a supplement containing a selection of pieces from the Assistant of education","","","","","","","","Fry, Caroline","1787-1846","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed for Baker and Fletcher,","","","","","","1826","marc","1826","marc","3d. ed","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","192 p. ; 17 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/293.htm","","","","","","","","by the same author","Statement of responsibility","Special Collections copy, fragile with partially detatched front cover and spine damage","","","","","","","","","","local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 293","local","","","","","b35457211","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","477620","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~477620~"
"Women Poets of the Romantic Period","Simple truths in verse for the amusement and instruction of children at an early age","","","Poetical truths for young minds","","","","","","Elliott, Mary","b. ca. 1792","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed by and for W. Darton, jun. 58, Holborn-Hill, opposite Ely-Place,","","","","","","1812","marc","1812","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","iv, 104 p. : ill., front. ; 14 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/196.htm","","","","","","","","by Mary Belson, author of Innocent Poetry, Grateful tributes, The Orphan Boy, Precept and Example, Industry and Idleness, &c. &c","Statement of responsibility","","","","","","","On verso of t.p.: Entered at Stationers' Hall","Preface dated June 1st, 1812","At foot of p. 104: Printed by W. Darton, jun. 58, Holborn Hill","Engraved frontispiece, dated August 1st, 1812","","","","","","","","","","","","","","","","","","","","","Didactic poetry, English","lcsh","","","","","","","","","","Children's poetry, English","lcsh","","","","","","","","","","","","","","","","","WPRP 196","local","","","","","b28355477","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","476073","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1604/b28355477_0007.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~476073~130457"
"Women Poets of the Romantic Period","Sir Eldred of the Bower ; and, The bleeding rock","two legendary tales","Sir Eldred of the Bower","Life in hall and cottage","","","","","","More, Hannah","1745-1833","","personal","naf","More, Hannah","1745-1833","","personal","naf","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed for T. Cadell ...,","","","","","","1778","marc","1778","marc","The 2nd ed., corrected","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","[6], 49, [1] p. ; 21 cm. (8vo)","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/421.htm","","","","","","","","by Miss Hannah More","Statement of responsibility","Special Collections copy, bound with 3 other Hannah More works: The search after happiness: a pastoral drama, 9th ed.; Percy, a tragedy...4th ed.; The fatal falsehood: a tragedy...3rd ed","","","","","","","","","","local","","","","","This 2nd edition, corrected is the first with Samuel Johnson's revisions","With a half-title: Sir Eldred of the Bower: a legendary tale","Publisher's advertisements: p.[50]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 421","local","","","","","b37645675","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","480530","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~480530~"
"Women Poets of the Romantic Period","Sir Wilibert de Waverley, or, The bridal eve","a poem","","","","","","","","Francis, Eliza S","","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed for Samuel Leigh,","","","","","","1815","marc","1815","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","vi, 87 p. ; 16 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/223.htm","","","","","","","","by Eliza S. Francis","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 224","local","","","","","b29487092","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","476428","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~476428~"
"Women Poets of the Romantic Period","Sketches of the state of manners and opinions in the French republic","towards the close of the eighteenth century. In a series of letters","","","","","","","","Williams, Helen Maria","1762-1827","","personal","naf","G. G. and J. Robinson (Paternoster Row, London, England)","","","corporate","","","","","","","","","","","","","","","","","Language material","London","","","","text","","G. G. and J. Robinson,","","","","","","1801","marc","1801","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","2 v. 22 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/246.htm","","","","","","","","By Helen Maria Williams","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 246","local","","","","","b31345578","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","476551","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~476551~"
"Women Poets of the Romantic Period","Slavery, a poem","","","","Sunday reading","Repository tracts","","","","More, Hannah","1745-1833","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed for T. Cadell ...,","","","","","","1788","marc","1788","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","[4], 20 p. ; 25 cm. (4to in 2s)","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/354.htm","","","","","","","","By Hannah More","Statement of responsibility","","","","","","","","","Advertisements: p. [4] at front","Half title verso (p. [2] at front) blank","","","","","","","","","","","","","","","","","","","","","Slavery--Poetry","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 354","local","","","","","b34882339","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","477306","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~477306~"
"Women Poets of the Romantic Period","Solitary hours","","","","","","","","","Southey, Caroline Bowles","1786-1854","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","stk","","","","code","marccountry","","","","","","","","","","","","","","","Edinburgh","text","","William Blackwood,","","","1839","marc","1839","marc","2nd ed","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","viii, 236 p. ; 17 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/095.htm","","","","","","","","by Caroline Southey","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 95","local","","","","","b26816222","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","474853","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~474853~"
"Women Poets of the Romantic Period","Songs in the night","","","Poems written in obscurity and seclusion","","","","","","Harrison, Susannah","1752-1784","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Sold by Vallance and Conder ..., R. Hawes ..., E. Rogers, Bury, and C. Punchard, Ipswich,","","","","","","1783","marc","1783","marc","The 3rd ed., with some additions","Monograph/item","","","enk","code","marccountry","","","","","","","","","","","eng","iso639-2b","electronic","marcform","tiff","[2], xii, 164 p. ; 17 cm. (12mo)","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/232.htm","","","","","","","","by a young woman under heavy afflictions","Statement of responsibility","","","","","With half title","","Index of first lines: p. [ix]","Signatures: a⁸, B-O⁶ P⁴ (P4 missing)","Advertisement: p. [viii]","By Susannah Harrison. Cf. ESTC","","","","","","","","","","","","","","","","","","","","","English poetry","lcsh","","","","","","","","","","","","","","18th century","lcsh","","","","","","","","","","","","","WPRP 232","local","","","","","b36131015","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","478377","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1602/b39463412_0005.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~478377~130441"
